Authors,Author(s)ID,Title,Year,Sourcetitle,Volume,Issue,Art.No.,Pagestart,Pageend,Pagecount,Citedby,DOI,Link,DocumentType,PublicationStage,AccessType,Source,EID
"Mehra, P.N.",55244196900,Abnormal sporocarps in Marsilea minuta linn,1938,Proceedings of the Indian Academy of Sciences - Section B,8,1,,8,10,,1,10.1007/BF03048198,https://www.scopus.com/inward/record.url?eid=2-s2.0-0012072370&partnerID=40&md5=fe5cc2565a07bfc230da842173ef3a34,Article,Final,,Scopus,2-s2.0-0012072370
"Abdussalam, M.",35934075800,On a new nematode parasite of the Himalayan flying squirrel (Pteromys inornatus Geoffroy),1938,Proceedings of the Indian Academy of Sciences - Section B,7,6,,323,326,,,10.1007/BF03051205,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951502417&partnerID=40&md5=85668dcd3de1c8407ce77864035db318,Article,Final,,Scopus,2-s2.0-77951502417
"Chopra, R.S.",35934109000,Notes on Indian hepatics - I. South India,1938,Proceedings of the Indian Academy of Sciences - Section B,7,5,,239,251,,21,10.1007/BF03051104,https://www.scopus.com/inward/record.url?eid=2-s2.0-0347371942&partnerID=40&md5=00901e1a958a0b3acc8d564d03f4af40,Article,Final,,Scopus,2-s2.0-0347371942
"Ahmad, S.",35933984000,A study of Aitchisoniella himalayensis Kash.,1938,Proceedings of the Indian Academy of Sciences - Section B,7,4,,206,224,,1,10.1007/BF03051954,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951500006&partnerID=40&md5=2d4ea6f6a0ff34f9841601938d982211,Article,Final,,Scopus,2-s2.0-77951500006
"Chowla, S.",35933858000,On a trigonometric sum,1938,Proceedings of the Indian Academy of Sciences - Section A,7,3,,177,178,,,10.1007/BF03045479,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951502811&partnerID=40&md5=a25ee574b2f5aaa046986b81ca32aeb4,Article,Final,,Scopus,2-s2.0-77951502811
"Chakravarty, K.M.",57190714245,Die katalytische Bildung von Methan aus Kohlenoxyd und Wasserstoff. Teil IV. Eine Untersuchung Über die spezifische Natur des Beschleunigungseinflusses an Nickelkatalysatoren bei der Umsetzung von Wasserdampf und gleichen Volumina von Kohlenoxyd und Wasserstoff,1938,Zeitschrift für anorganische und allgemeine Chemie,237,4-Mar,,381,387,,,10.1002/zaac.19382370308,https://www.scopus.com/inward/record.url?eid=2-s2.0-84984128358&partnerID=40&md5=ef18f3952527693821b83871ca2aa84b,Article,Final,,Scopus,2-s2.0-84984128358
"LATIF, I.",57190094149,SOME AETIOLOGICAL FACTORS IN THE PATHOLOGY OF STAMMERING,1938,British Journal of Medical Psychology,17,4-Mar,,307,318,,,10.1111/j.2044-8341.1938.tb00300.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84977289341&partnerID=40&md5=4c89b297227de85de12ca172921124b9,Article,Final,,Scopus,2-s2.0-84977289341
"Roonwal, M.L.",57205016505,"THE FRIGHTENING ATTITUDE OF A DESERT MANTID, EREMIA?PHILA BRAUERI KR. (ORTHOPTERA, MANTODEA)",1938,"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",13,6-Apr,,71,72,,5,10.1111/j.1365-3032.1938.tb00418.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-7944238887&partnerID=40&md5=3e68e6e492f6650a9b1fefaf23c62161,Article,Final,,Scopus,2-s2.0-7944238887
"Madan, K.E.",36507306100,Carbonized ether for anæsthesia,1938,British Journal of Anaesthesia,15,3,,122,124,,,10.1093/bja/15.3.122,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957185944&partnerID=40&md5=b183c44cfe53e4a1fac0deec93d7a1ff,Article,Final,Open Access,Scopus,2-s2.0-77957185944
"Auluck, F.C.",35934094300,On conics connected with four or more lines,1938,Proceedings of the Indian Academy of Sciences - Section A,7,1,,5,7,,,10.1007/BF03045374,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951501867&partnerID=40&md5=7bfce718f48a5c29c8725caafbe5c06a,Article,Final,,Scopus,2-s2.0-77951501867
"Dunnicliff, H.B.",16065455500,Codeine in Indian opium [15],1938,Nature,141,3561,,207,,,,10.1038/141207a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149194937&partnerID=40&md5=1bfdafbc9e3b9bfe25ab5edf18eeea48,Letter,Final,,Scopus,2-s2.0-51149194937
"Bhatnagar, S.S., Kapur, P.L., Kaur, G.",55429686600; 16055388600; 35954149900,Photopolymerisation of anthracene in benzene solution from the magnetic standpoint,1939,Proceedings of the Indian Academy of Sciences - Section A,10,6,,468,476,,,10.1007/BF03174772,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951509927&partnerID=40&md5=81b50d3993d367cfce5283a850916dbd,Article,Final,,Scopus,2-s2.0-77951509927
"Auluck, F.C.",35934094300,On poncelot polygons,1939,Proceedings of the Indian Academy of Sciences - Section A,10,5,,342,343,,,10.1007/BF03172523,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951511025&partnerID=40&md5=2a8dca95548cadfd36d33a1337b99a0e,Article,Final,,Scopus,2-s2.0-77951511025
"Bhatnagar, S.S., Prakash, B., Maheshwari, J.C.",55429686600; 55397299400; 35954480900,Magnetism and molecular constitution of some manganese compounds,1939,Proceedings of the Indian Academy of Sciences - Section A,10,3,,150,155,,2,10.1007/BF03170433,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951517258&partnerID=40&md5=895c516083e9754227ed3cd863f2a0ad,Article,Final,,Scopus,2-s2.0-77951517258
"Laurie, W.",57189433552,Percaine in India,1939,British Medical Journal,2,4102,,424,,,,10.1136/bmj.2.4102.424-c,https://www.scopus.com/inward/record.url?eid=2-s2.0-84970824204&partnerID=40&md5=67d73f7fdd8e1139a682070a40959c57,Letter,Final,,Scopus,2-s2.0-84970824204
"Bhatnagar, S.S., Kapur, P.L., Mittal, G.",55429686600; 16055388600; 35954369600,Magnetic properties of copper amalgams,1939,Proceedings of the Indian Academy of Sciences - Section A,10,1,,45,54,,,10.1007/BF03170540,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951513969&partnerID=40&md5=87bb59ee644e2cc0e7d2ea0f4c04d0e5,Article,Final,,Scopus,2-s2.0-77951513969
"Chowla, S.",35933858000,On a problem of arrangements,1939,Proceedings of the Indian Academy of Sciences - Section A,9,5,,419,421,,,10.1007/BF03046477,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951507880&partnerID=40&md5=fbc00685ae214024e257290a07424b65,Article,Final,,Scopus,2-s2.0-77951507880
"Mehra, P.N., Mehra, H.L.",55244196900; 35935022200,Life-history of stephensoniella brevipedunculata kash,1939,Proceedings of the Indian Academy of Sciences - Section B,9,5,,287,315,,1,10.1007/BF03049632,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951505695&partnerID=40&md5=f77e028ac078fe8201179664e41e3897,Article,Final,,Scopus,2-s2.0-77951505695
"Afzal, M., Vaidhianathan, V.I.",35934059500; 26631305900,A note on capillarity and subsoil water-table,1939,Proceedings of the Indian Academy of Sciences - Section A,9,4,,309,311,,,10.1007/BF03048809,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951501070&partnerID=40&md5=806d984610658bb8a5fa4531c78c23a3,Article,Final,,Scopus,2-s2.0-77951501070
"Chowla, S.",35933858000,A definite integral,1939,Proceedings of the Indian Academy of Sciences - Section A,9,3,,210,,,,10.1007/BF03046462,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951502423&partnerID=40&md5=9f5f21964c8025ab30815e44776bee5f,Article,Final,,Scopus,2-s2.0-77951502423
"Chowla, S.",35933858000,A new solution of the 10-21 problem,1939,Proceedings of the Indian Academy of Sciences - Section A,9,2,,104,,,,10.1007/BF03045685,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951505065&partnerID=40&md5=c3067960b21336c5fc13fa127f61f9ad,Article,Final,,Scopus,2-s2.0-77951505065
"Bhatnagar, S.S., Kapur, P.L., Hussain, A.",55429686600; 16055388600; 35934681400,Studies in the properties of bivalent metal oleates-Part I,1939,Proceedings of the Indian Academy of Sciences - Section A,9,2,,143,158,,,10.1007/BF03045693,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951503091&partnerID=40&md5=669ba9e7ae0ae3d85349bc79369fdb89,Article,Final,,Scopus,2-s2.0-77951503091
"Singh, J.",35935759200,A contribution to our knowledge of the Indian soil actinomycetes,1939,Proceedings of the Indian Academy of Sciences - Section B,9,2,,69,73,,,10.1007/BF03050538,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951501492&partnerID=40&md5=eed967473dc7893c16b077a82aa66096,Article,Final,,Scopus,2-s2.0-77951501492
"KHAN, K.M.B.A.",57190450992,A SHORT HISTORY OF THE ALL?INDIA CO?OPERATIVE INSTITUTES' ASSOCIATION (1929–1937),1939,Annals of Public and Cooperative Economics,15,2,,345,388,,,10.1111/j.1467-8292.1939.tb00893.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84980067284&partnerID=40&md5=425ebac5e64d14fd514fbbbd23feb64c,Article,Final,,Scopus,2-s2.0-84980067284
"KHAN, K.M.B.A.",57190450991,BETTER LIVING SOCIETIES IN INDIA,1939,Annals of Public and Cooperative Economics,15,2,,389,407,,,10.1111/j.1467-8292.1939.tb00894.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84980066675&partnerID=40&md5=325aaa26c671431cac12a0c2abd9e1c8,Article,Final,,Scopus,2-s2.0-84980066675
"Chowla, S.",35933858000,A remark on g (n),1939,Proceedings of the Indian Academy of Sciences - Section A,9,1,,20,21,,1,10.1007/BF03045445,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951506879&partnerID=40&md5=5d6fb039b80cf7bc8d439e2bcd0dd67b,Article,Final,,Scopus,2-s2.0-77951506879
"Bhatnagar, S.S., Nevgi, M.B., Ohri, G.L.",55429686600; 16651007700; 35934892800,The diamagnetic susceptibilities of mercury in Various states of combination,1939,Proceedings of the Indian Academy of Sciences - Section A,9,1,,86,94,,,10.1007/BF03045452,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951503824&partnerID=40&md5=fef431d3336fe5e905e7b2a70733b058,Article,Final,,Scopus,2-s2.0-77951503824
"Bhatnagar, S.S.",55429686600,Magnetic evidence regarding the state of manganese in glasses [5],1939,Nature,143,3623,,599,600,,,10.1038/143599b0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149180652&partnerID=40&md5=7ec3addd85cdf84ed8ccf73a36cefe13,Letter,Final,,Scopus,2-s2.0-51149180652
"Ram, G., Vaidhianathan, V.I.",26630872400; 26631305900,Pressure under a flush floor with inclined sheet piles,1940,Proceedings of the Indian Academy of Sciences - Section A,12,3,,245,250,,,10.1007/BF03173942,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951512173&partnerID=40&md5=22f1c17f4aa824e42156197c1d304824,Article,Final,,Scopus,2-s2.0-77951512173
"Midha, D.C.",35954350900,A note on the negative pressure and moisture content of a Punjab soil,1940,Proceedings of the Indian Academy of Sciences - Section A,12,3,,270,273,,,10.1007/BF03173945,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951510501&partnerID=40&md5=4d8cabdf0b23714854344169461ea7fa,Article,Final,,Scopus,2-s2.0-77951510501
"Taylor, E.M.",35935556900,Some aspects of the physics of water-table rise and salt movement in the soil under irrigated conditions,1940,Proceedings of the Indian Academy of Sciences - Section A,11,5,,451,466,,,10.1007/BF03046011,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951505006&partnerID=40&md5=b0156f3b702d6918c1b2ab4cf2858bce,Article,Final,,Scopus,2-s2.0-77951505006
"Auluck, F.C.",35934094300,On warings' problem for biquadrates,1940,Proceedings of the Indian Academy of Sciences - Section A,11,5,,437,450,,2,10.1007/BF03046010,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951503667&partnerID=40&md5=58fbceba562b9fe041c9d7657f274f3e,Article,Final,,Scopus,2-s2.0-77951503667
"Auluck, F.C.",35934094300,On some theorems of Ramanujan,1940,Proceedings of the Indian Academy of Sciences - Section A,11,4,,376,378,,2,10.1007/BF03051352,https://www.scopus.com/inward/record.url?eid=2-s2.0-0011032059&partnerID=40&md5=609108b9b3ff8c36cd9c41b7bbbd10dc,Article,Final,,Scopus,2-s2.0-0011032059
"Merajkar, L.V.R., Kapur, B.L.",57190463804; 57198275618,An unusual case of Breech Presentation of 8?months' Pregnancy complicated by a Tubo?ovarian Abscess.,1940,BJOG: An International Journal of Obstetrics &amp; Gynaecology,47,4,,455,457,,1,10.1111/j.1471-0528.1940.tb08838.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84980108478&partnerID=40&md5=737cf251be3707207ae269692b25ed4c,Article,Final,,Scopus,2-s2.0-84980108478
"Hayes, L.S.",57190466151,Tubo?Uterine Implantation followed by Successful Pregnancy,1940,BJOG: An International Journal of Obstetrics &amp; Gynaecology,47,5,,563,564,,,10.1111/j.1471-0528.1940.tb08847.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84980106166&partnerID=40&md5=cddaeb0000b877e32f00c24eaa9d13fd,Article,Final,,Scopus,2-s2.0-84980106166
"Jones., L.B.",57190239754,HOW NOT TO USE THE QURAN,1940,The Muslim World,30,3,,280,291,,,10.1111/j.1478-1913.1940.tb00454.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84978561815&partnerID=40&md5=911f2800e09ee7c934c1259ff216b757,Article,Final,,Scopus,2-s2.0-84978561815
"Madan, K.E.",36507306100,Means of decreasing the toxicity and complications of anæsthesia,1940,British Journal of Anaesthesia,17,2,,65,73,,,10.1093/bja/17.2.65,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957179129&partnerID=40&md5=5d6e09dc2c8cc19171b1a48ab3289331,Article,Final,Open Access,Scopus,2-s2.0-77957179129
"Chaudhuri, H.",35933989400,Nitrogen fixation in the rice-field soils of Bengal [8],1940,Nature,145,3685,,936,937,,,10.1038/145936a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149221596&partnerID=40&md5=dec40cada2ea22c18a9cdfd311a0dc2f,Letter,Final,,Scopus,2-s2.0-51149221596
"Kapur, P.L.",35892454600,Does the mesotron obey Bose-Einstein or Fermi-Dirac statistics? [4],1940,Nature,145,3663,,69,,,,10.1038/145069a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149221188&partnerID=40&md5=c1d07034ae30563304e455d5c6965337,Letter,Final,,Scopus,2-s2.0-51149221188
"Mandan, S.R.",57152850300,A relation between a pencil and a range of quadrics,1941,Proceedings of the Indian Academy of Sciences - Section A,14,3,,313,316,,,10.1007/BF03046073,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951502192&partnerID=40&md5=8ea07bd1971e71602cde924f288e42bb,Article,Final,,Scopus,2-s2.0-77951502192
"Bajpai, R.R., Vaidhianathan, V.I.",35933942100; 26631305900,On the preparation of quartz ultrasonic oscillators,1941,Proceedings of the Indian Academy of Sciences - Section A,13,6,,504,509,,,10.1007/BF03049013,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951503552&partnerID=40&md5=01b256fcf349126af85caf1804045269,Article,Final,,Scopus,2-s2.0-77951503552
"Chaudhuri, H., Quraishi, A.R.",35933989400; 35935340700,A study of the fungal endophyte of some Anthoceros erectus Kashyap,1941,Proceedings of the Indian Academy of Sciences - Section B,13,4,,255,260,,1,10.1007/BF03049158,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951506077&partnerID=40&md5=4338d798b01cc1af8268414bffa5c442,Article,Final,,Scopus,2-s2.0-77951506077
"Ram, G., Vaidhianathan, V.I.",26630872400; 26631305900,On capillary forces in natural soils,1941,Proceedings of the Indian Academy of Sciences - Section A,13,1,,77,84,,,10.1007/BF03052536,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951504817&partnerID=40&md5=2b27f503b53292be15bb69c533c014f4,Article,Final,,Scopus,2-s2.0-77951504817
"Gill, P.S.",23056443300,Azimuthal variations of cosmic radiation for 60°zenith angle at 22°Latitude [1],1941,Physical Review,60,2,,153,,,,10.1103/PhysRev.60.153,https://www.scopus.com/inward/record.url?eid=2-s2.0-36149017159&partnerID=40&md5=24274f8d19361632d62a3f5976fcce07,Letter,Final,,Scopus,2-s2.0-36149017159
"Midha, D.C., Vaidhianathan, V.I.",35954350900; 26631305900,On the application of the electrical analogy method to pressure distribution under weirs with cavities,1942,Proceedings of the Indian Academy of Sciences - Section A,16,4,,237,239,,,10.1007/BF03174795,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951511205&partnerID=40&md5=911e5949038e044928a84985e07223d8,Article,Final,,Scopus,2-s2.0-77951511205
"Stonham, F.",56552813400,Closed Plaster for Burns of Limbs,1942,British Medical Journal,1,4249,,737,,,,10.1136/bmj.1.4249.737-b,https://www.scopus.com/inward/record.url?eid=2-s2.0-84965237473&partnerID=40&md5=aea55357db7647d06ea17fc29c09af56,Letter,Final,,Scopus,2-s2.0-84965237473
"Kotwani, N.G., Sethna, S.M., Advani, G.D.",35934448700; 23064782300; 35934092500,Pechmann condensation of phenols with ethyl butyroacetate,1942,Proceedings of the Indian Academy of Sciences - Section A,15,6,,441,444,,5,10.1007/BF03051833,https://www.scopus.com/inward/record.url?eid=2-s2.0-0007587670&partnerID=40&md5=cca09244cd833c8a0a17b84f2e823626,Article,Final,,Scopus,2-s2.0-0007587670
"Janjua, N.A.",35934518500,On the biology of Red Spider Mite (Tetranychus telariusLinn.) in Baluchistan,1942,Proceedings of the Indian Academy of Sciences - Section B,15,5,,256,262,,3,10.1007/BF03048768,https://www.scopus.com/inward/record.url?eid=2-s2.0-11344282006&partnerID=40&md5=3fa23877f9dac6c9cf43e012686575b1,Article,Final,,Scopus,2-s2.0-11344282006
"Chaudhuri, H., Banerjee, M.L.",35933989400; 35933859200,Indian water moulds-IV,1942,Proceedings of the Indian Academy of Sciences - Section B,15,4,,216,224,,,10.1007/BF03048763,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951508323&partnerID=40&md5=1637b56a2b949a4feaacd2ef9e8e6640,Article,Final,,Scopus,2-s2.0-77951508323
"Chaudhuri, H.",35933989400,Indian water moulds-V - A new genus of the Saprolegniaceae: Hamidia gen. nov.,1942,Proceedings of the Indian Academy of Sciences - Section B,15,4,,225,230,,,10.1007/BF03048764,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951500572&partnerID=40&md5=a6eb0570a4105375f9599626cb2f95eb,Article,Final,,Scopus,2-s2.0-77951500572
"Vaidhianathan, V.I., Singh, C.",26631305900; 35935613500,A new phenomenon in the movement of the free water-level in a soil and its bearing on the measurement of water-table,1942,Proceedings of the Indian Academy of Sciences - Section A,15,4,,264,280,,6,10.1007/BF03046020,https://www.scopus.com/inward/record.url?eid=2-s2.0-3342888632&partnerID=40&md5=24c60149f56ec0e542ff4294db6a41e2,Article,Final,,Scopus,2-s2.0-3342888632
"Hamid, A.",35934178500,Indian water moulds-III,1942,Proceedings of the Indian Academy of Sciences - Section B,15,4,,206,215,,6,10.1007/BF03048762,https://www.scopus.com/inward/record.url?eid=2-s2.0-0343011505&partnerID=40&md5=30d79d6753ae961842cf6d0e98781e97,Article,Final,,Scopus,2-s2.0-0343011505
"Joshi, M.L., Jain, S.L.",56929913700; 56929774400,Note on Safety Devise in Laboratory Electric Muffles,1942,Transactions of the Indian Ceramic Society,1,3,,167,168,,,10.1080/0371750X.1942.11011958,https://www.scopus.com/inward/record.url?eid=2-s2.0-84945604156&partnerID=40&md5=1e920aae3300302d3c32914914f263c3,Article,Final,,Scopus,2-s2.0-84945604156
"Madan, K.E.",36507306100,Reflex cardiac inhibition under general anæsthesia,1943,British Journal of Anaesthesia,18,3,,129,131,,,10.1093/bja/18.3.129,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957175991&partnerID=40&md5=db8052011de54904244204816667e7ec,Article,Final,Open Access,Scopus,2-s2.0-77957175991
"Muzaffar, S.D., Chand, R.",16051350600; 16054083000,Equilibrium of the Ternary System Bismuth-Lead-Zinc,1944,Journal of the American Chemical Society,66,8,,1374,1380,,1,10.1021/ja01236a049,https://www.scopus.com/inward/record.url?eid=2-s2.0-31644442666&partnerID=40&md5=32c86f7da2eaef56edf9aee2f8ac16a9,Article,Final,,Scopus,2-s2.0-31644442666
"Rahman, K.A., Latif, M.A.",35935169900; 57189455217,"Description, bionomics and control of the giant mealybug, drosicha stebbingi, green (homoptera: Coccidae)",1944,Bulletin of Entomological Research,35,2,,197,209,,5,10.1017/S0007485300017417,https://www.scopus.com/inward/record.url?eid=2-s2.0-84971145380&partnerID=40&md5=dc405c9adaf27a5876406fe51f02fc94,Article,Final,,Scopus,2-s2.0-84971145380
"Madan, K.E.",36507306100,Chloroform in india,1944,British Medical Journal,2,4361,,191,,,,10.1136/bmj.2.4361.191-a,https://www.scopus.com/inward/record.url?eid=2-s2.0-84970792227&partnerID=40&md5=660fccc1a6304e6ac6af44c580cca454,Letter,Final,,Scopus,2-s2.0-84970792227
"Madan, K.E.",36507306100,Developments in spinal anæsthesia,1944,British Journal of Anaesthesia,19,2,,87,94,,,10.1093/bja/19.2.87,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957179126&partnerID=40&md5=ce208bd9f67ce900a46cd0d049c39c99,Article,Final,Open Access,Scopus,2-s2.0-77957179126
"Parshad, R.",23043040200,Formation of aluminium hydride layers on aluminium [2],1944,Nature,154,3901,,178,,,,10.1038/154178a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149214231&partnerID=40&md5=0c9b69fa02569b1e6467b9304691ed09,Letter,Final,,Scopus,2-s2.0-51149214231
"Singh, B.K., Manhas, K.M.S., Agarwal, S.L., Haq, N., Singh, M.",23078762700; 35935052200; 56295120500; 35953855800; 23078192400,The diamagnetic susceptibilities of succinic acid and succinic anhydride - The influence of the anhydride ring structure on molecular diamagnetism,1945,Proceedings of the Indian Academy of Sciences - Section A,22,3,,163,169,,,10.1007/BF03170925,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951513383&partnerID=40&md5=24a9e9e1e31427bf828ca90871b0c3aa,Article,Final,,Scopus,2-s2.0-77951513383
"Gill, P.S.",23056443300,The azimuthal effect of cosmic rays at Lahore,1945,Proceedings of the Indian Academy of Sciences - Section A,22,2,,53,59,,,10.1007/BF03170911,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951514732&partnerID=40&md5=de1eb208e97f4efdbc1b8b8fc8db2652,Article,Final,,Scopus,2-s2.0-77951514732
"Rahman, K.A.",35935169900,THE INDIAN HONEY?BEE (APIS INDICA F.) (HYMENOPTERA) AT LYALLPUR,1945,"Proceedings of the Royal Entomological Society of London. Series A, General Entomology",20,6-Apr,,33,40,,2,10.1111/j.1365-3032.1945.tb01059.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-84979309628&partnerID=40&md5=ddb2eb21dad22e6436d81d089426ad5c,Article,Final,,Scopus,2-s2.0-84979309628
"Madan, K.E.",36507306100,Stovaine Anaesthesia,1945,British Medical Journal,2,4422,,474,475,,,10.1136/bmj.2.4422.474-c,https://www.scopus.com/inward/record.url?eid=2-s2.0-84965254499&partnerID=40&md5=e0365e15b17835d69de3682e8fc7d3ac,Letter,Final,,Scopus,2-s2.0-84965254499
"Parshad, R.",23043040200,Explanation of the broadness and other characteristics of association bands [4],1945,Nature,155,3948,,788,,,,10.1038/155788a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149211260&partnerID=40&md5=64da2adfa13e5047c47d6dd98bb825d0,Letter,Final,,Scopus,2-s2.0-51149211260
"Parshad, R.",23043040200,Measurement of ultrasonic velocities in extended solids [17],1945,Nature,156,3969,,637,,,,10.1038/156637a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149210265&partnerID=40&md5=aba6ce0bb22f3fc2803c03aca68b2c52,Letter,Final,,Scopus,2-s2.0-51149210265
"Kabraji, K.J.",23000593400,Technique of intensity measurements in X-ray crystal analysis by photographic methods [2],1945,Journal of Scientific Instruments,22,7,108,131,,,,10.1088/0950-7671/22/7/108,https://www.scopus.com/inward/record.url?eid=2-s2.0-36149065691&partnerID=40&md5=9e454dba1c882c794da5cf877c2ef6e8,Letter,Final,,Scopus,2-s2.0-36149065691
"Gill, P.S.",23056443300,The azimuthal variations of cosmic radiation at 22°latitude,1945,Physical Review,67,12-Nov,,347,350,,1,10.1103/PhysRev.67.347,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548306108&partnerID=40&md5=bf006f92d85af0d19aae6c030e3e17c2,Article,Final,,Scopus,2-s2.0-34548306108
"Singh, B.K.",24772444500,Temperature effect on ultra-sonic velocity in water [4],1945,Nature,156,3967,,569,,,1,10.1038/156569a0,https://www.scopus.com/inward/record.url?eid=2-s2.0-0344202974&partnerID=40&md5=cb2927c9fab7bc7d8e4bcdd084e5b192,Letter,Final,,Scopus,2-s2.0-0344202974
"Mandan, S.R.",57152850300,Umbilical projection,1946,Proceedings of the Indian Academy of Sciences - Section A,24,5,,433,440,,,10.1007/BF03171379,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951513993&partnerID=40&md5=41681c3e0e493dffefc1433bc2af2396,Article,Final,,Scopus,2-s2.0-77951513993
"Singh, I., Singh, S.I.",57091912500; 35935612000,"The effect of some metals, vitamins, anÆsthetics, and other substances on unstriated muscle",1946,Proceedings of the Indian Academy of Sciences - Section B,23,6,,301,311,,,10.1007/BF03048911,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951506403&partnerID=40&md5=faa4a859a4c59debcdd116098d754985,Article,Final,,Scopus,2-s2.0-77951506403
"Singh, I., Singh, I.",57091912500; 57091912500,Tonus in unstriated muscle,1946,Proceedings of the Indian Academy of Sciences - Section B,23,6,,312,317,,,10.1007/BF03048912,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951504486&partnerID=40&md5=2d2dcc4c896ab256722d318a6e88ab1b,Article,Final,,Scopus,2-s2.0-77951504486
"Sayed, R.A., Shah, M.A.",35935327400; 24772651100,Clinical occurrence of phlyctenular kerato-conjunctivitis,1946,Proceedings of the Indian Academy of Sciences - Section B,23,2,,79,85,,,10.1007/BF03049830,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951508270&partnerID=40&md5=b817405f615f8b693b19379549911225,Article,Final,,Scopus,2-s2.0-77951508270
"Rahman, K.A., Sohi, G.S.",35935169900; 57152514400,Mercury as a preventive against stored grain pests,1946,Bulletin of Entomological Research,37,1,,131,141,,,10.1017/S0007485300022069,https://www.scopus.com/inward/record.url?eid=2-s2.0-84956587395&partnerID=40&md5=f4e53d25b52e66d7da96c8f181027257,Article,Final,,Scopus,2-s2.0-84956587395
"Singh, I.",57091912500,"Comparative physiology of unstriated cardiac, and striated muscles",1946,Proceedings of the Indian Academy of Sciences - Section B,23,1,,58,72,,,10.1007/BF03049511,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951508523&partnerID=40&md5=f63b0d9c8f4b9e606caec4eadea4244c,Article,Final,,Scopus,2-s2.0-77951508523
"Singh, I.",57091912500,The relation of permeability to adaptation in unstriated muscle,1946,Proceedings of the Indian Academy of Sciences - Section B,23,1,,52,57,,,10.1007/BF03049510,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951502916&partnerID=40&md5=3157cf11496835035a5a028f17554cf2,Article,Final,,Scopus,2-s2.0-77951502916
"Gill, P.S.",23056443300,Mesotron intensity as a function of altitude [2],1946,Nature,157,3995,,691,,,,10.1038/157691b0,https://www.scopus.com/inward/record.url?eid=2-s2.0-51149219257&partnerID=40&md5=c82cef4c58b8b6aff7627c6ef47c378b,Letter,Final,,Scopus,2-s2.0-51149219257
